raMean,decMean,rMeanPSFMag
236.12222632,28.27508831,21.92650032043457
236.63721906,28.36486903,-999.0
236.64124621,28.36030515,18.462099075317383
236.64575789,28.35938778,16.898000717163086
236.82758941,28.36558922,21.792999267578125
236.82760298,28.36582185,-999.0
236.83267418,28.36159255,-999.0
236.8358888,28.36015114,21.823400497436523
236.83833475,28.36449275,20.423200607299805
236.83839999,28.36289677,-999.0
236.65166354,28.36385447,21.718399047851562
236.65844052,28.36279565,21.949499130249023
236.84227731,28.33375366,-999.0
236.84407938,28.33832054,21.17729949951172
236.84554267,28.3391563,-999.0
236.84562051,28.33912953,21.815500259399414
236.84707484,28.34000301,20.44230079650879
236.84886626,28.33867297,21.282400131225586
236.85188436,28.33820728,22.118999481201172
236.85266883,28.33298967,22.039400100708008
236.86421535,28.33667191,-999.0
236.86712876,28.33461939,20.59320068359375
236.86726699,28.33464058,20.3966007232666
236.87094981,28.33849885,-999.0
236.87113192,28.33873837,21.82859992980957
236.87579465,28.33482504,21.814699172973633
236.87641192,28.33939456,-999.0
236.87677439,28.33735439,-999.0
236.87986815,28.3408077,-999.0
236.89203508,28.34073794,22.019699096679688
236.5221227,27.62454406,19.546600341796875
236.52747558,27.62478611,-999.0
236.52950427,27.63083023,-999.0
236.53098429,27.62561429,21.527599334716797
236.53912992,27.62634376,18.04949951171875
236.54066147,27.62696299,21.73579978942871
236.54210449,27.63058152,-999.0
236.36252472,28.50224492,20.19260025024414
236.36780958,28.50478894,-999.0
236.37366763,28.50519259,18.584999084472656
236.37889451,28.50110736,22.309200286865234
236.39049167,28.50150476,-999.0
236.39195817,28.50021658,20.1825008392334
236.39356597,28.50383305,21.81089973449707
236.39357976,28.50389381,-999.0
236.59770937,28.50191549,-999.0
236.6030792,28.50285804,20.67180061340332
236.60354538,28.50323922,17.190399169921875
236.86460025,27.91253604,21.17449951171875
236.87627578,27.91582502,-999.0
236.88468724,27.91574551,-999.0
236.88497579,27.90955421,21.82979965209961
236.88566622,27.91346887,-999.0
236.88803874,27.91336091,20.943500518798828
236.89335805,27.90986676,21.697200775146484
236.89334366,27.90965544,21.302400588989258
236.89972633,27.91239683,-999.0
236.90029915,27.91377811,-999.0
236.90000492,27.91239333,20.245399475097656
236.90024952,27.90933086,-999.0
236.90055807,27.91234198,20.647499084472656
236.90224962,27.91123678,21.111299514770508
236.90719154,27.91120164,21.98240089416504
236.91120859,27.90985125,22.12030029296875
236.91284282,27.90959331,-999.0
236.91297773,27.90973853,19.23080062866211
236.91365516,27.90957264,-999.0
236.91549197,27.91255879,20.23200035095215
236.62212707,27.98030236,20.426599502563477
236.62253539,27.97752691,22.003299713134766
236.18367135,28.23046043,21.699800491333008
236.19629423,28.22877214,-999.0
236.19670221,28.22886357,15.578300476074219
236.20804807,28.2260376,21.93160057067871
236.21259729,28.2287158,21.58769989013672
236.21588795,28.23279613,21.452299118041992
236.21772355,28.23048963,-999.0
236.22324225,28.22684983,-999.0
236.87450122,28.457617,21.64080047607422
236.87834462,28.45553963,22.289499282836914
236.88488652,28.45399251,-999.0
236.88835228,28.45368859,-999.0
236.88992715,28.45726752,22.0939998626709
236.89264149,28.45068258,21.166000366210938
236.89318442,28.45657982,-999.0
236.89922957,28.45688202,20.57939910888672
236.90180405,28.45725034,-999.0
236.90747466,28.45507037,20.93779945373535
236.4921712,27.85461821,20.731800079345703
236.53517217,27.8748345,18.696699142456055
236.5475001,27.88143154,-999.0
236.54775338,27.88094775,19.942800521850586
236.55270495,27.88134417,-999.0
236.55533249,27.87722233,22.791000366210938
236.55612961,27.88142118,21.778200149536133
236.55760261,27.87799887,21.752700805664062
236.5617259,27.88262879,-999.0
236.56503203,27.87513966,-999.0
236.56688305,27.87469739,21.231399536132812
236.26576366,28.46716868,-999.0
236.26700149,28.46640114,-999.0
236.26736718,28.4676333,-999.0
236.2672735,28.46793401,21.39240074157715
236.26837462,28.47049691,-999.0
236.26860355,28.4666172,-999.0
236.27176406,28.47304871,-999.0
236.27526889,28.46769025,-999.0
236.2764764,28.46675082,-999.0
236.27754187,28.46866239,-999.0
236.27971438,28.47198955,-999.0
236.46450022,28.32613272,21.7455997467041
236.47300013,28.32625109,21.816200256347656
236.47331993,28.33214069,20.767499923706055
236.47584067,28.33205898,-999.0
236.48469967,28.32734369,-999.0
236.48946747,28.32955556,21.87649917602539
236.49398131,28.33143802,21.12700080871582
236.49824729,28.33259011,21.628299713134766
236.50410283,28.32956571,18.288799285888672
236.5073405,28.32972281,20.566099166870117
236.51160563,28.33166749,-999.0
236.51767642,28.3301329,-999.0
236.51775724,28.32646446,-999.0
236.52358876,28.32670699,-999.0
236.52349399,28.32685758,21.4778995513916
236.95437223,28.1322053,-999.0
236.97929191,28.1276422,-999.0
236.98104894,28.13015282,21.73780059814453
236.98310656,28.12851433,21.389799118041992
236.98326976,28.13101546,-999.0
236.99774857,28.12554999,18.410600662231445
237.00110605,28.13078576,21.555299758911133
237.00156803,28.13079707,-999.0
237.00218826,28.13163493,-999.0
237.00337025,28.13174424,-999.0
237.00441857,28.13256663,20.127700805664062
237.00650063,28.13155492,21.940200805664062
237.00724612,28.13177558,-999.0
237.00787773,28.12502287,-999.0
237.00788559,28.13213483,21.998300552368164
237.00786915,28.1250713,-999.0
236.29447336,27.91186196,21.69070053100586
236.29843283,27.91120985,16.24570083618164
236.30617606,27.90842787,-999.0
236.30902713,27.91498853,21.394800186157227
236.3104054,27.9088078,21.184799194335938
236.31062713,27.90847463,-999.0
236.31091696,27.91585063,19.360000610351562
236.31087534,27.90875784,-999.0
236.31235267,27.91465212,21.6117000579834
236.31273934,27.91310569,-999.0
236.3131184,27.91583274,-999.0
236.31612187,27.90827622,21.16900062561035
236.31800696,27.91059021,-999.0
236.31904908,27.91190481,21.229700088500977
236.32112953,27.91376609,17.804399490356445
236.32322934,27.91585342,20.939199447631836
236.3248532,27.90790877,-999.0
236.32667073,27.91283675,21.717199325561523
236.92220873,27.75803687,21.604900360107422
236.92242865,27.76159744,20.9950008392334
236.92386069,27.75827121,21.309600830078125
236.9240756,27.7581958,-999.0
236.92684756,27.7602886,20.756799697875977
236.92922885,27.76498987,20.57830047607422
236.92984661,27.76252876,15.348999977111816
236.93568999,27.76510813,21.989700317382812
236.93603271,27.764425,-999.0
236.94168154,27.76261096,21.749000549316406
236.9505535,27.76119618,-999.0
236.10798007,27.77092479,-999.0
236.11136945,27.76672642,21.263999938964844
236.11882749,27.76992368,-999.0
236.12230579,27.77063372,21.704200744628906
236.12418468,27.77283223,-999.0
236.12859381,27.77268648,21.581600189208984
236.12920135,27.76882676,-999.0
236.4898347,28.36571675,21.71739959716797
236.49060737,28.36181551,-999.0
236.49316386,28.36310938,20.560800552368164
236.49486895,28.35867777,21.49370002746582
236.5009031,28.36048048,17.83639907836914
236.50194115,28.36405132,21.812400817871094
236.50587171,28.35938423,20.236099243164062
236.50692203,28.36101698,20.404399871826172
236.50775919,28.3609741,22.059099197387695
236.52316119,28.36499955,21.91830062866211
236.52483882,28.36289974,20.412500381469727
236.51265186,28.38941992,21.997299194335938
236.69494629,28.38812947,-999.0
236.69524452,28.38924771,-999.0
236.69998641,28.38430529,22.143400192260742
236.70198343,28.39088614,21.14310073852539
236.16486834,27.98998467,-999.0
236.17155672,27.98887732,22.027599334716797
236.18785714,27.98964717,21.729299545288086
236.18875516,27.98832751,-999.0
236.18925554,27.98760192,-999.0
236.19159777,27.98936458,22.19849967956543
236.1938729,27.99063791,-999.0
236.19624567,27.99027307,-999.0
236.19745623,27.98584485,-999.0
236.19977944,27.98689083,20.03700065612793
236.19971372,27.99039516,21.723899841308594
236.20026459,27.98298627,22.006999969482422
236.20481423,27.98793591,20.51460075378418
236.33299754,28.17002363,21.292499542236328
236.33369216,28.17357557,-999.0
236.33423006,28.17383298,20.75510025024414
236.8472751,28.40005912,21.988100051879883
236.84756454,28.40368052,-999.0
236.85584958,28.40261991,18.516199111938477
236.85856838,28.40351743,21.789199829101562
236.85903252,28.40607448,22.08300018310547
236.86911952,28.40775319,22.19540023803711
236.87228851,28.40693413,21.58930015563965
236.87234267,28.40682892,-999.0
236.87456334,28.4032442,21.52079963684082
236.87464769,28.40319404,-999.0
236.87671355,28.4037842,21.844999313354492
236.87873951,28.40243384,21.20479965209961
236.88841639,28.40741387,17.602500915527344
236.89160335,28.40695806,-999.0
236.89526701,28.40631635,-999.0
236.89683117,28.40527478,-999.0
236.36106155,27.94062696,21.13170051574707
236.36118777,27.93999222,21.626100540161133
236.36139562,27.94040151,-999.0
236.36180008,27.93401843,21.96339988708496
236.36398175,27.93291821,21.547199249267578
236.36739096,27.93427332,18.97949981689453
236.37031647,27.93971357,21.819400787353516
236.37470787,27.94007918,-999.0
236.38097854,27.93791851,21.92009925842285
236.38538182,27.93903075,21.800800323486328
236.38606339,27.93887543,-999.0
236.39485498,27.94073505,21.731000900268555
236.39701701,27.94045156,21.8518009185791
236.39736043,27.94038297,22.033199310302734
236.39911816,27.93461586,18.480199813842773
236.40520606,27.93682745,17.200000762939453
236.41383148,27.93309561,-999.0
236.4189808,27.93556691,22.080799102783203
236.42182833,27.93886337,21.653499603271484
236.42268602,27.93727961,-999.0
236.42398155,27.94029886,22.074800491333008
236.51530036,27.74708493,20.128000259399414
236.51567162,27.74570946,21.728300094604492
236.51880689,27.74373491,-999.0
236.51894518,27.74350263,21.559200286865234
236.52172947,27.74871264,-999.0
236.52223284,27.74905706,18.958900451660156
236.52249461,27.74896464,-999.0
236.52437409,27.74290806,-999.0
236.52482051,27.74277985,17.643299102783203
236.52535437,27.74636387,-999.0
236.52564927,27.74490432,21.252500534057617
236.52769342,27.74201233,-999.0
236.53824423,27.74252475,21.232999801635742
236.54341058,27.74162473,-999.0
236.54579148,27.74948782,-999.0
236.54619647,27.74520688,22.061500549316406
236.55334168,27.74783542,21.9867000579834
236.55668575,27.74562142,-999.0
236.56661876,27.74245745,-999.0
236.50893845,27.91938613,22.016199111938477
236.50958724,27.91786109,20.92609977722168
236.51153299,27.92454197,21.814599990844727
236.51206245,27.91843109,20.64229965209961
236.51235407,27.92064085,16.941299438476562
236.52587853,27.92426421,-999.0
236.52614537,27.9231118,-999.0
236.52910748,27.91629298,21.08639907836914
236.53064987,27.91887993,20.00200080871582
236.53178014,27.92139485,22.013999938964844
236.53338902,27.91618114,21.735599517822266
236.53380203,27.91864147,-999.0
236.53615697,27.9177671,20.508699417114258
236.55607783,27.91937102,21.712299346923828
236.55646774,27.91963489,-999.0
236.55844502,27.91706305,22.207399368286133
236.55848765,27.91708726,21.852800369262695
236.56079987,27.91877202,-999.0
236.5608877,27.91881122,21.43120002746582
236.56517429,27.92392875,-999.0
236.56615752,27.9227923,-999.0
236.56695424,27.92318471,13.47700023651123
236.56833346,27.9170111,-999.0
236.57058776,27.92290501,-999.0
236.47811389,27.96198376,21.64620018005371
236.47848701,27.96183333,21.801799774169922
236.78672361,27.96183476,21.40850067138672
236.78864905,27.9598417,21.03459930419922
236.47886133,27.96348882,21.17060089111328
236.48024807,27.96463106,21.78260040283203
236.48171743,27.95913781,20.65329933166504
236.81529474,27.9653805,-999.0
236.81553933,27.96275973,20.625499725341797
236.82284089,27.95939128,-999.0
236.48866278,27.96176951,21.42840003967285
236.489247,27.96173335,-999.0
236.83037993,27.95869545,-999.0
236.83464323,27.95836705,21.852699279785156
236.50027356,27.96015075,-999.0
236.5010738,27.96149095,19.061100006103516
236.50257552,27.9638659,-999.0
236.50353574,27.964068,21.322399139404297
236.50359984,27.96397431,-999.0
236.50510577,27.96292185,21.82159996032715
236.50575052,27.96176494,-999.0
236.50704409,27.96313376,-999.0
236.6239169,27.75845747,-999.0
236.62436009,27.75813705,-999.0
236.62445235,27.76335467,-999.0
236.62961471,27.76455228,21.758699417114258
236.11449402,27.79608156,-999.0
236.11598657,27.79408811,21.23240089416504
236.12055518,27.79256404,-999.0
236.1219974,27.79393419,-999.0
236.12322775,27.79459523,20.736099243164062
236.12345235,27.79423987,-999.0
236.1300325,27.79920766,-999.0
236.23065629,27.77028601,21.800100326538086
236.23212011,27.76946079,21.119600296020508
236.23626071,27.76657472,-999.0
236.2364358,27.76626682,19.645700454711914
236.2365051,27.77010757,21.214399337768555
236.2383236,27.77441001,21.353300094604492
236.23901002,27.77442778,-999.0
236.24097216,27.76651028,-999.0
236.25260868,27.77357158,-999.0
236.25623784,27.77336305,20.71820068359375
236.27312487,27.7705496,22.099199295043945
236.27645623,27.76690571,-999.0
236.27766162,27.77009284,18.346599578857422
236.27830875,27.76739519,-999.0
236.28574571,27.76970724,-999.0
236.57569511,28.43871517,20.5408992767334
236.57596485,28.43903861,-999.0
236.58121747,28.43537788,21.361000061035156
236.58701047,28.4363084,21.56559944152832
236.58808884,28.43848675,20.973499298095703
236.59035066,28.43709212,22.2101993560791
236.60054683,28.44095885,-999.0
236.88525398,28.46009542,-999.0
236.88755476,28.46067832,19.683500289916992
236.89497257,28.45969587,17.188199996948242
236.9003399,28.46391539,-999.0
236.91767345,28.10940062,22.05470085144043
236.92913373,28.11157547,21.93910026550293
236.92980839,28.11258736,21.630599975585938
236.93198572,28.10949404,21.638099670410156
236.93533253,28.10841314,19.24650001525879
236.93539023,28.11612038,21.35890007019043
236.94392576,28.11105103,21.695899963378906
236.94516276,28.11430058,-999.0
236.95064573,28.10996843,-999.0
236.95506219,28.11254827,21.796899795532227
236.95797229,28.11471766,19.532899856567383
236.96173482,28.11018224,15.359199523925781
236.96165127,28.1137544,-999.0
236.96923779,28.1138775,-999.0
236.97119486,28.11050334,-999.0
236.97366489,28.11144268,-999.0
236.97429303,28.11084089,-999.0
236.98527018,28.11010129,21.4822998046875
236.98528207,28.11033423,21.862899780273438
236.47087983,28.12564406,21.98859977722168
236.47116533,28.12700207,-999.0
236.47358966,28.1286126,-999.0
236.47599647,28.1275688,20.467199325561523
236.47687443,28.12761214,20.561500549316406
236.47803755,28.12566907,21.03619956970215
236.48284849,28.13203698,16.87809944152832
236.48833902,28.12508624,21.810699462890625
236.48835281,28.12500571,-999.0
236.4918848,28.13061893,21.8262996673584
236.4919471,28.13044844,21.76810073852539
236.50321163,28.13135218,21.52239990234375
236.57881142,28.32141208,-999.0
236.58241507,28.31990612,-999.0
236.58266208,28.32000298,-999.0
236.5829828,28.31965968,16.27079963684082
236.58418665,28.32348613,21.812000274658203
236.58753535,28.31646683,-999.0
236.58756748,28.31687078,-999.0
236.59236161,28.31781601,16.3518009185791
236.59416554,28.32283001,21.208099365234375
236.5961552,28.3177789,19.911100387573242
236.59733074,28.31766701,-999.0
236.59859434,28.3190249,20.360200881958008
236.59934131,28.31958393,-999.0
236.60333003,28.32365169,21.329599380493164
236.60942342,28.32174846,21.08060073852539
236.6188616,28.32134766,20.662200927734375
237.03702528,28.06577385,21.350099563598633
237.03910409,28.05781791,-999.0
237.04481294,28.05886496,21.149099349975586
237.05040813,28.06051911,-999.0
237.06126864,28.05783766,18.993200302124023
237.0655659,28.06474472,21.75349998474121
237.06949193,28.06069168,-999.0
237.07071704,28.05963629,13.705499649047852
236.49395969,27.95471945,20.12529945373535
236.50386911,27.95271622,21.326200485229492
236.50533598,27.95082962,22.037099838256836
236.5060902,27.95268229,21.3981990814209
236.50736183,27.95596118,-999.0
236.70591987,27.95727825,19.053600311279297
236.72868724,27.95221175,-999.0
236.72923395,27.95706416,21.694499969482422
236.72995904,27.95565366,22.093000411987305
236.73340178,27.95526493,21.502399444580078
236.73985483,27.94963956,18.868000030517578
236.51099343,27.95603621,21.805500030517578
236.51233929,27.95407327,21.181400299072266
236.51520836,27.95339952,21.25149917602539
236.51529827,27.95337246,-999.0
236.51837842,27.95572319,21.66830062866211
236.5245941,27.95623059,21.297700881958008
236.52456545,27.95638019,21.20009994506836
236.4470385,27.64238813,-999.0
236.44728465,27.64268136,19.269800186157227
236.45433164,27.64273943,-999.0
236.45612197,27.6445833,22.103700637817383
236.45903014,27.64588943,19.283100128173828
236.45911187,27.64459935,20.295799255371094
236.45980474,27.64874127,-999.0
236.46197541,27.64677981,21.991100311279297
236.46800052,27.64463697,20.28580093383789
236.47737786,27.64881641,21.44569969177246
236.48048662,27.64897194,-999.0
236.48135107,27.64212067,20.25119972229004
236.48687335,27.64127832,-999.0
236.49139053,27.64339783,18.065399169921875
236.60320323,27.68992379,-999.0
236.60349343,27.68839099,-999.0
236.60388093,27.68884716,16.38640022277832
236.60397329,27.68915566,15.019800186157227
236.60456786,27.68989793,-999.0
236.60839264,27.6864483,21.219900131225586
236.61282105,27.68557219,21.211999893188477
236.61731499,27.68488156,-999.0
236.61773954,27.68572086,21.5216007232666
236.61943634,27.68310145,21.606000900268555
236.61964132,27.69055943,22.162599563598633
236.62044106,27.68985476,-999.0
236.62062085,27.68978377,22.081300735473633
236.62151855,27.68526635,21.660999298095703
236.62464177,27.68639287,19.403400421142578
236.62512379,27.68980864,-999.0
236.62647409,27.68754187,21.259599685668945
236.62827271,27.68959644,21.3302001953125
236.62885467,27.68482252,20.597700119018555
236.62898531,27.68309817,21.762699127197266
236.6296447,27.69022009,-999.0
236.63033023,27.68808787,20.843000411987305
236.63471321,27.68945216,22.078800201416016
236.6371855,27.68970407,21.262100219726562
236.639299,27.69009644,20.491500854492188
236.63950669,27.69083186,21.246700286865234
236.6425911,27.68312392,-999.0
236.64430798,27.68840473,22.150100708007812
236.64641532,27.68856012,-999.0
236.14569663,28.37363601,-999.0
236.14795765,28.37020635,22.08009910583496
236.14863744,28.37322853,17.559099197387695
236.15084493,28.3710841,20.109100341796875
236.15519097,28.36792526,21.688100814819336
236.15826308,28.36668769,21.658599853515625
236.1581462,28.36786521,22.00160026550293
236.16063727,28.37157904,21.390600204467773
236.16957328,28.36670913,20.94729995727539
236.17183485,28.37212947,21.210100173950195
236.17198818,28.37179648,21.616199493408203
236.17213015,28.3714954,-999.0
236.17280226,28.37413192,19.495899200439453
236.17307542,28.37054221,21.874799728393555
236.17550646,28.36998197,21.14240074157715
236.18409748,28.36718661,-999.0
236.18659678,28.37222096,21.566600799560547
236.18731351,28.37283902,-999.0
236.49381831,27.78761771,-999.0
236.49405243,27.78596865,21.66010093688965
236.49514898,27.78460587,-999.0
236.50055935,27.78824294,21.596099853515625
236.50534737,27.78745842,-999.0
236.50587325,27.79111572,21.630300521850586
236.50602557,27.78517933,21.13050079345703
236.50838364,27.7855789,21.287500381469727
236.51373345,27.78979074,-999.0
236.51409426,27.78578671,21.90369987487793
236.52006815,27.786141,21.70560073852539
236.52305784,27.78905643,20.380699157714844
236.52698278,27.78607692,22.100400924682617
236.74659284,28.00803489,21.715299606323242
236.74666409,28.00877448,21.893699645996094
236.7520225,28.01316731,19.829200744628906
236.75352557,28.00926212,21.58919906616211
236.75579053,28.01625196,-999.0
236.55096768,28.0023614,21.625699996948242
236.55601216,28.00744325,19.29199981689453
236.55634516,28.00096904,21.554899215698242
236.56147129,28.00542062,-999.0
236.56320535,28.00124117,21.0447998046875
236.56449149,28.00361594,21.740400314331055
236.56458705,28.00359751,21.677000045776367
236.56696264,28.00107571,-999.0
236.57453256,28.00041942,21.62220001220703
236.58053763,27.99962667,22.004100799560547
236.58213843,28.00701011,19.861900329589844
236.58226234,28.00731927,-999.0
236.58968635,28.00761208,-999.0
