objID raMean decMean nDetections ng nr ni nz ny gMeanPSFMag rMeanPSFMag iMeanPSFMag zMeanPSFMag yMeanPSFMag
122891877041092645 187.70406307 12.41013657 18 6 4 4 3 1 20.074600219726562 19.321199417114258 19.206300735473633 19.274499893188477 17.611499786376953
122891877064346759 187.7064481 12.41346836 5 2 2 0 1 0 20.35420036315918 20.39900016784668 -999.0 19.203399658203125 -999.0
122891877079039872 187.70784375 12.41623161 2 0 0 0 0 2 -999.0 -999.0 -999.0 -999.0 19.88360023498535
122891877081923578 187.70818296 12.41078926 2 0 1 0 1 0 -999.0 20.147199630737305 -999.0 19.102800369262695 -999.0
122891877093418468 187.7093681 12.4148909 3 0 1 1 1 0 -999.0 19.637100219726562 19.384000778198242 19.3927001953125 -999.0
122891877101604561 187.71015409 12.41169915 2 2 0 0 0 0 21.712400436401367 -999.0 -999.0 -999.0 -999.0
122891877106752568 187.71067412 12.40999739 4 1 0 1 2 0 21.488100051879883 -999.0 19.447599411010742 19.394399642944336 -999.0
122891877107293901 187.71060128 12.41133314 2 2 0 0 0 0 20.40019989013672 -999.0 -999.0 -999.0 -999.0
122891877130802647 187.71298614 12.41021354 2 2 0 0 0 0 20.524900436401367 -999.0 -999.0 -999.0 -999.0
122861877260326426 187.72577292 12.38807622 2 1 0 0 0 1 19.614200592041016 -999.0 -999.0 -999.0 18.52899932861328
122861877260373427 187.72601222 12.38581105 3 1 0 0 2 0 20.60070037841797 -999.0 -999.0 19.48310089111328 -999.0
122861877263617046 187.72633066 12.38875603 2 0 0 0 0 2 -999.0 -999.0 -999.0 -999.0 19.187400817871094
122861877269969455 187.72699446 12.39076538 2 0 0 2 0 0 -999.0 -999.0 -999.0 -999.0 -999.0
122861877270161396 187.7269662 12.38408024 19 1 6 8 4 0 -999.0 19.703500747680664 19.04759979248047 19.51129913330078 -999.0
122861877278974123 187.72784938 12.38637281 2 0 1 1 0 0 -999.0 19.84309959411621 -999.0 -999.0 -999.0
122861877279379712 187.72795351 12.39101265 4 1 1 2 0 0 20.140300750732422 19.14699935913086 21.738800048828125 -999.0 -999.0
122861877295056633 187.72947598 12.38841517 39 7 10 12 6 4 20.27750015258789 19.481700897216797 18.98189926147461 19.23310089111328 18.894399642944336
122891877201565516 187.7201379 12.41246549 29 5 10 10 4 0 20.984899520874023 19.261899948120117 19.482099533081055 19.518400192260742 -999.0
122891877210907898 187.72105039 12.4144756 5 0 2 3 0 0 -999.0 21.463199615478516 20.539899826049805 -999.0 -999.0
122881876848179046 187.68471826 12.40716114 2 0 0 0 0 2 -999.0 -999.0 -999.0 -999.0 19.78179931640625
122881876855690005 187.68555332 12.39956787 2 1 0 1 0 0 22.801700592041016 -999.0 20.940900802612305 -999.0 -999.0
122881876857292558 187.68568508 12.40167452 2 1 0 1 0 0 -999.0 -999.0 19.700300216674805 -999.0 -999.0
122881876863538479 187.68628468 12.40661318 7 0 3 2 2 0 -999.0 19.738500595092773 20.73270034790039 19.373199462890625 -999.0
122881876876595358 187.68762928 12.40406717 15 4 2 6 3 0 20.364700317382812 19.386499404907227 19.48240089416504 19.260099411010742 -999.0
122881876885029059 187.68848663 12.40709026 41 12 10 10 6 3 19.972999572753906 19.260400772094727 19.450199127197266 19.137699127197266 19.197799682617188
122881876888553767 187.68883543 12.40268654 39 11 8 11 7 2 20.001399993896484 19.12579917907715 19.09950065612793 19.03260040283203 17.917499542236328
122881876895096750 187.68950765 12.40521823 28 9 5 6 5 3 19.96649932861328 22.10409927368164 19.082300186157227 18.945600509643555 18.983600616455078
122891877143126687 187.71421127 12.41334906 2 0 0 2 0 0 -999.0 -999.0 19.154199600219727 -999.0 -999.0
122891877148178288 187.71477783 12.41458292 3 0 0 2 0 1 -999.0 -999.0 19.161699295043945 -999.0 19.711599349975586
122891877151687964 187.71512299 12.41451428 12 0 1 7 3 1 -999.0 19.348899841308594 19.53179931640625 19.52630043029785 19.483600616455078
122891877161900799 187.71612776 12.40855367 54 10 12 10 11 11 19.594100952148438 18.482799530029297 18.34280014038086 18.630300521850586 18.31329917907715
122891877167607307 187.71666989 12.41400077 43 9 12 11 6 5 20.604400634765625 19.181400299072266 19.64699935913086 19.372299194335938 19.33449935913086
122891877171399606 187.71714622 12.41592605 2 0 1 1 0 0 -999.0 19.989299774169922 -999.0 -999.0 -999.0
122891877176211269 187.71773213 12.40895063 2 2 0 0 0 0 20.341299057006836 -999.0 -999.0 -999.0 -999.0
122891877176310359 187.71759221 12.40820939 2 2 0 0 0 0 22.801799774169922 -999.0 -999.0 -999.0 -999.0
122891877177677777 187.71778375 12.41441633 6 0 0 5 0 1 -999.0 -999.0 24.486299514770508 -999.0 19.4552001953125
122891877283190426 187.72829434 12.40823107 3 0 0 2 1 0 -999.0 -999.0 -999.0 20.527000427246094 -999.0
122901876997590814 187.69972975 12.41691774 13 2 4 5 2 0 20.035400390625 19.651500701904297 19.210899353027344 19.465999603271484 -999.0
122901876998880490 187.69988843 12.41666534 2 0 0 2 0 0 -999.0 -999.0 -999.0 -999.0 -999.0
122901877039010548 187.70384558 12.41662156 3 1 1 0 1 0 -999.0 20.828800201416016 -999.0 21.60740089416504 -999.0
122901877059051307 187.70592227 12.41733582 26 0 2 6 8 10 -999.0 20.722400665283203 19.06049919128418 19.034900665283203 18.84910011291504
122901877086270870 187.70845001 12.41717061 2 0 0 0 2 0 -999.0 -999.0 -999.0 23.108299255371094 -999.0
122901877096841466 187.70963322 12.41758974 2 0 0 0 2 0 -999.0 -999.0 -999.0 17.842899322509766 -999.0
122861877302624250 187.73023479 12.38641391 2 0 0 1 1 0 -999.0 -999.0 17.639999389648438 18.424800872802734 -999.0
122861877309765255 187.73098952 12.38721974 5 0 0 3 2 0 -999.0 -999.0 20.291000366210938 19.773500442504883 -999.0
122881876925378190 187.69252401 12.40637529 46 8 11 11 8 8 20.054000854492188 18.866899490356445 18.818899154663086 19.12310028076172 18.759700775146484
122881876927063028 187.69278366 12.40209582 11 1 3 4 2 1 21.143699645996094 18.824800491333008 19.661699295043945 18.714799880981445 18.53350067138672
122881876927917371 187.69278206 12.40569691 15 1 3 5 5 1 20.310800552368164 18.825899124145508 19.485300064086914 19.225299835205078 -999.0
122881876943370896 187.69456625 12.40045575 4 0 2 1 1 0 -999.0 19.0132999420166 18.942100524902344 18.044099807739258 -999.0
122881876944047863 187.69436584 12.40613905 38 9 9 10 4 6 19.493000030517578 18.569299697875977 18.71139907836914 18.66900062561035 18.438100814819336
122881876951360506 187.69529229 12.40011853 2 0 0 1 0 1 -999.0 -999.0 19.29360008239746 -999.0 17.78030014038086
122881876972834106 187.6973267 12.40295625 3 1 0 2 0 0 19.546100616455078 -999.0 19.526199340820312 -999.0 -999.0
